idaluno,idturma,motivoinativacao,nomedisciplina,notafase,nomefase,idfasenota,numerofase,idade,corraca,sexo,datasituacaoativo,datasituacaoinativo,datahoraefetivacaomatricula,diasmatriculado,inativo
32,286,,INGLÊS,0.0,DIAGNOSTICA 2,281,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
219,185,,MATEMÁTICA,6.0,MÉDIA DIAGNÓSTICA,247,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
259,172,,MATEMÁTICA,4.0,DIAGNOSTICA 1,236,1,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
257,416,,PORTUGUÊS,7.5,DIAGNOSTICA 2,245,4,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
134,201,,PORTUGUÊS,7.0,MÉDIA ANUAL,258,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
105,202,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,259,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
285,205,,MATEMÁTICA,8.5,2º SEMESTRE,250,3,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-06-03 00:00:00,211.0,False
102,278,Conflito com horário escolar / período integral,INGLÊS,4.5,DIAGNOSTICA 1,278,1,18.0,R,F,2022-01-01 00:00:00,2022-07-03 00:00:00,2022-02-27 00:00:00,126.0,True
259,172,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,241,5,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
24,210,,INGLÊS,0.0,DIAGNOSTICA 2,269,4,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-18 00:00:00,316.0,False
25,210,,INGLÊS,3.0,MÉDIA DIAGNÓSTICA,271,5,20.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
274,185,,MATEMÁTICA,6.5,2º SEMESTRE,244,3,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
192,170,,MATEMÁTICA,0.0,2º SEMESTRE,238,3,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
305,186,,PORTUGUÊS,4.5,2º SEMESTRE,244,3,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
250,185,,PORTUGUÊS,7.0,MÉDIA ANUAL,246,6,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
227,415,,PORTUGUÊS,8.0,DIAGNOSTICA 2,239,4,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
355,207,,MATEMÁTICA,8.0,2º SEMESTRE,250,3,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
246,273,,INGLÊS,9.5,1º SEMESTRE,279,2,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
139,201,,PORTUGUÊS,3.0,MÉDIA DIAGNÓSTICA,259,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
272,194,,PORTUGUÊS,2.0,DIAGNOSTICA 2,245,4,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:41:00,160.0,False
120,208,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,265,5,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
3,210,,INGLÊS,8.0,2º SEMESTRE,268,3,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
103,199,,PORTUGUÊS,5.5,DIAGNOSTICA 1,254,1,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
263,194,,MATEMÁTICA,0.0,DIAGNOSTICA 1,242,1,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
142,207,,PORTUGUÊS,6.0,DIAGNOSTICA 1,248,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
179,266,,INGLÊS,0.0,1º SEMESTRE,249,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-08 00:00:00,326.0,False
168,278,,INGLÊS,7.5,2º SEMESTRE,280,3,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
149,249,,MATEMÁTICA,9.0,DIAGNOSTICA 2,251,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
251,255,,INGLÊS,7.0,1º SEMESTRE,255,2,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
272,194,,INGLÊS,4.0,DIAGNOSTICA 2,245,4,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:41:00,160.0,False
233,277,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,283,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-04 00:00:00,302.0,False
258,277,Não se adaptou as aulas/não acompanhou,INGLÊS,0.0,1º SEMESTRE,279,2,15.0,R,F,2022-01-01 00:00:00,2022-09-16 17:55:00,2022-07-23 19:17:00,54.0,True
279,186,Falta de retorno as nossas tentativas de contato,PORTUGUÊS,0.0,1º SEMESTRE,243,2,17.0,R,M,2022-01-01 00:00:00,2022-08-31 19:00:00,2022-01-20 00:00:00,223.0,True
179,266,,PORTUGUÊS,5.5,DIAGNOSTICA 1,248,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-08 00:00:00,326.0,False
153,409,,PORTUGUÊS,4.0,1º SEMESTRE,255,2,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
45,452,,INGLÊS,6.0,DIAGNOSTICA 2,281,4,23.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-12-12 17:39:00,18.0,False
356,193,,MATEMÁTICA,5.0,1º SEMESTRE,243,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
133,201,,PORTUGUÊS,8.5,2º SEMESTRE,256,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
352,249,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,253,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
260,205,,PORTUGUÊS,7.5,MÉDIA ANUAL,252,6,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-28 00:00:00,247.0,False
245,169,,MATEMÁTICA,1.5,DIAGNOSTICA 1,236,1,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
347,249,,MATEMÁTICA,0.0,1º SEMESTRE,249,2,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
231,415,,PORTUGUÊS,5.5,2º SEMESTRE,238,3,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
263,194,,PORTUGUÊS,6.0,MÉDIA ANUAL,246,6,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
167,202,,INGLÊS,3.0,DIAGNOSTICA 1,254,1,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
162,205,,INGLÊS,7.5,2º SEMESTRE,250,3,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-09 00:00:00,297.0,False
151,201,,PORTUGUÊS,8.5,2º SEMESTRE,256,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-02 00:00:00,304.0,False
27,210,,INGLÊS,4.0,DIAGNOSTICA 1,266,1,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
28,303,,INGLÊS,4.0,DIAGNOSTICA 1,278,1,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
95,409,,PORTUGUÊS,2.5,MÉDIA DIAGNÓSTICA,259,5,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 15:04:00,160.0,False
104,199,,INGLÊS,0.0,DIAGNOSTICA 1,254,1,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
45,452,,INGLÊS,6.0,1º SEMESTRE,279,2,23.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-12-12 17:39:00,18.0,False
149,249,,INGLÊS,5.0,DIAGNOSTICA 2,251,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
26,210,,PORTUGUÊS,5.0,2º SEMESTRE,268,3,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
147,297,,INGLÊS,7.5,MÉDIA ANUAL,282,6,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
356,283,,INGLÊS,8.0,1º SEMESTRE,279,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
182,266,,MATEMÁTICA,5.5,MÉDIA ANUAL,252,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
209,256,,PORTUGUÊS,0.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-27 00:00:00,218.0,False
171,203,,MATEMÁTICA,5.0,DIAGNOSTICA 2,251,4,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
352,249,,INGLÊS,5.5,DIAGNOSTICA 2,251,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
28,210,,MATEMÁTICA,7.5,1º SEMESTRE,267,2,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
239,452,,INGLÊS,1.5,MÉDIA ANUAL,282,6,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 19:41:00,160.0,False
17,210,,MATEMÁTICA,2.0,MÉDIA ANUAL,270,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
120,208,,INGLÊS,2.5,DIAGNOSTICA 1,260,1,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
108,208,,INGLÊS,9.5,1º SEMESTRE,261,2,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
158,201,,PORTUGUÊS,5.5,1º SEMESTRE,255,2,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
344,174,,MATEMÁTICA,3.5,2º SEMESTRE,238,3,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
342,177,,PORTUGUÊS,7.0,1º SEMESTRE,237,2,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
179,452,,INGLÊS,0.0,1º SEMESTRE,279,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-04 00:00:00,302.0,False
161,200,,MATEMÁTICA,9.5,MÉDIA ANUAL,258,6,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
120,278,,INGLÊS,7.5,DIAGNOSTICA 2,281,4,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
26,303,,INGLÊS,10.0,MÉDIA ANUAL,282,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
359,159,,MATEMÁTICA,3.0,MÉDIA DIAGNÓSTICA,235,5,11.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
96,208,,PORTUGUÊS,7.0,MÉDIA DIAGNÓSTICA,265,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
333,274,,INGLÊS,3.0,MÉDIA ANUAL,282,6,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
297,291,,INGLÊS,5.5,DIAGNOSTICA 2,281,4,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
301,189,,INGLÊS,9.5,2º SEMESTRE,244,3,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
240,194,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,247,5,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:39:00,160.0,False
321,242,,INGLÊS,1.5,DIAGNOSTICA 1,242,1,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
27,303,,INGLÊS,8.0,1º SEMESTRE,279,2,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
165,199,,PORTUGUÊS,7.0,1º SEMESTRE,255,2,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
317,189,,INGLÊS,6.5,MÉDIA ANUAL,246,6,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-07 00:00:00,299.0,False
32,208,,PORTUGUÊS,2.0,DIAGNOSTICA 1,260,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
93,211,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,271,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
201,273,,INGLÊS,5.0,DIAGNOSTICA 2,281,4,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
30,210,,PORTUGUÊS,6.0,MÉDIA DIAGNÓSTICA,271,5,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
356,283,,INGLÊS,1.5,DIAGNOSTICA 1,278,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
340,177,,MATEMÁTICA,2.5,DIAGNOSTICA 1,236,1,16.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
348,183,,PORTUGUÊS,9.5,2º SEMESTRE,238,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-06-01 00:00:00,213.0,False
186,185,,INGLÊS,7.5,2º SEMESTRE,244,3,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
325,177,,PORTUGUÊS,2.0,MÉDIA ANUAL,240,6,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
93,286,,INGLÊS,5.0,MÉDIA ANUAL,282,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-04-05 00:00:00,270.0,False
221,188,,PORTUGUÊS,6.0,DIAGNOSTICA 1,242,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
28,210,,INGLÊS,4.0,DIAGNOSTICA 2,269,4,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
202,186,,INGLÊS,8.5,2º SEMESTRE,244,3,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
307,203,,PORTUGUÊS,4.5,DIAGNOSTICA 1,248,1,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
246,273,,INGLÊS,8.5,DIAGNOSTICA 2,281,4,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
154,409,,PORTUGUÊS,5.0,DIAGNOSTICA 1,254,1,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
99,278,,INGLÊS,7.0,1º SEMESTRE,279,2,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
183,185,Outras prioridades/trabalho,PORTUGUÊS,5.0,DIAGNOSTICA 1,242,1,14.0,B,M,2022-01-01 00:00:00,2022-08-10 12:16:00,2022-01-20 00:00:00,202.0,True
103,199,,MATEMÁTICA,9.5,MÉDIA ANUAL,258,6,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
121,234,,INGLÊS,8.0,MÉDIA ANUAL,282,6,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
105,202,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,259,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
304,256,,INGLÊS,8.5,2º SEMESTRE,244,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
113,208,,MATEMÁTICA,6.5,DIAGNOSTICA 1,260,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
145,202,,MATEMÁTICA,0.0,DIAGNOSTICA 1,254,1,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
134,234,,INGLÊS,8.0,DIAGNOSTICA 2,281,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
228,180,,PORTUGUÊS,9.5,DIAGNOSTICA 1,236,1,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
347,249,,MATEMÁTICA,0.0,DIAGNOSTICA 1,248,1,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
239,194,,PORTUGUÊS,3.5,MÉDIA DIAGNÓSTICA,247,5,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:38:00,160.0,False
341,190,,PORTUGUÊS,5.0,DIAGNOSTICA 1,242,1,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
247,170,,PORTUGUÊS,7.5,DIAGNOSTICA 2,239,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
320,247,,MATEMÁTICA,0.5,2º SEMESTRE,238,3,13.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
27,210,,PORTUGUÊS,2.0,2º SEMESTRE,268,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
195,183,,PORTUGUÊS,3.5,MÉDIA DIAGNÓSTICA,241,5,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
149,249,,PORTUGUÊS,7.0,DIAGNOSTICA 2,251,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
45,196,,INGLÊS,6.0,PROGRESSÃO,325,7,23.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-24 00:00:00,341.0,False
208,187,,MATEMÁTICA,6.5,2º SEMESTRE,244,3,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
106,208,,PORTUGUÊS,5.5,MÉDIA ANUAL,264,6,18.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
211,247,,MATEMÁTICA,9.5,2º SEMESTRE,238,3,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
241,179,,MATEMÁTICA,1.5,MÉDIA DIAGNÓSTICA,241,5,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
24,210,,MATEMÁTICA,1.0,1º SEMESTRE,267,2,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-18 00:00:00,316.0,False
219,185,,MATEMÁTICA,8.5,DIAGNOSTICA 2,245,4,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
215,160,,MATEMÁTICA,3.0,MÉDIA DIAGNÓSTICA,235,5,12.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-16 14:17:00,167.0,False
334,276,,INGLÊS,0.0,DIAGNOSTICA 2,281,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
243,199,,PORTUGUÊS,8.0,1º SEMESTRE,255,2,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
295,178,,MATEMÁTICA,3.5,1º SEMESTRE,237,2,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
184,169,,MATEMÁTICA,0.0,2º SEMESTRE,238,3,12.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
156,255,,PORTUGUÊS,4.0,MÉDIA DIAGNÓSTICA,259,5,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
223,180,,PORTUGUÊS,8.0,2º SEMESTRE,238,3,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
171,273,,INGLÊS,7.5,1º SEMESTRE,279,2,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
187,172,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,241,5,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
178,425,,INGLÊS,4.5,MÉDIA DIAGNÓSTICA,283,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
294,291,,INGLÊS,3.5,DIAGNOSTICA 1,278,1,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
303,419,,MATEMÁTICA,5.5,2º SEMESTRE,244,3,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
271,186,,PORTUGUÊS,4.0,MÉDIA ANUAL,246,6,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
276,273,,INGLÊS,5.0,DIAGNOSTICA 1,278,1,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
339,177,,PORTUGUÊS,10.0,DIAGNOSTICA 1,236,1,14.0,A,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
247,170,,MATEMÁTICA,6.5,MÉDIA ANUAL,240,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
98,202,Outras prioridades/trabalho,MATEMÁTICA,4.5,DIAGNOSTICA 1,254,1,18.0,R,M,2022-01-01 00:00:00,2022-07-29 00:00:00,2022-01-20 00:00:00,190.0,True
244,199,Outras prioridades/trabalho,MATEMÁTICA,0.0,DIAGNOSTICA 1,254,1,18.0,B,M,2022-01-01 00:00:00,2022-06-10 00:00:00,2022-02-02 00:00:00,128.0,True
342,177,,MATEMÁTICA,3.5,MÉDIA DIAGNÓSTICA,241,5,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
105,202,,PORTUGUÊS,8.0,MÉDIA ANUAL,258,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
352,249,,MATEMÁTICA,5.0,DIAGNOSTICA 2,251,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
165,199,,INGLÊS,9.0,MÉDIA ANUAL,258,6,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
186,185,,MATEMÁTICA,3.0,DIAGNOSTICA 1,242,1,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
145,202,,INGLÊS,2.5,MÉDIA DIAGNÓSTICA,259,5,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
346,186,,MATEMÁTICA,5.0,DIAGNOSTICA 1,242,1,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
30,210,,PORTUGUÊS,5.0,DIAGNOSTICA 1,266,1,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
213,266,,INGLÊS,4.0,DIAGNOSTICA 1,248,1,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
101,208,,INGLÊS,10.0,1º SEMESTRE,261,2,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
142,207,,PORTUGUÊS,8.0,MÉDIA ANUAL,252,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
176,205,,INGLÊS,5.5,MÉDIA ANUAL,252,6,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
251,255,,MATEMÁTICA,4.5,DIAGNOSTICA 1,254,1,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
225,415,,MATEMÁTICA,9.5,2º SEMESTRE,238,3,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
346,274,,INGLÊS,8.5,2º SEMESTRE,280,3,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
292,185,,INGLÊS,8.5,2º SEMESTRE,244,3,15.0,A,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
225,415,,PORTUGUÊS,0.0,DIAGNOSTICA 1,236,1,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
