idaluno,idturma,motivoinativacao,nomedisciplina,notafase,nomefase,idfasenota,numerofase,idade,corraca,sexo,datasituacaoativo,datasituacaoinativo,datahoraefetivacaomatricula,diasmatriculado,inativo
136,255,,PORTUGUÊS,5.5,MÉDIA ANUAL,258,6,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
125,278,,INGLÊS,9.0,2º SEMESTRE,280,3,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
293,177,,PORTUGUÊS,8.0,MÉDIA DIAGNÓSTICA,241,5,13.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
97,211,,INGLÊS,0.0,DIAGNOSTICA 1,266,1,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
207,185,,INGLÊS,1.5,MÉDIA ANUAL,246,6,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
237,179,Mudou de bairro/cidade/distância,PORTUGUÊS,0.0,1º SEMESTRE,237,2,15.0,B,F,2022-01-01 00:00:00,2022-09-06 19:23:00,2022-01-21 00:00:00,228.0,True
30,210,,PORTUGUÊS,6.5,MÉDIA ANUAL,270,6,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
99,208,,INGLÊS,7.0,1º SEMESTRE,261,2,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
202,186,,MATEMÁTICA,7.0,MÉDIA DIAGNÓSTICA,247,5,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
154,409,,PORTUGUÊS,2.0,2º SEMESTRE,256,3,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
167,202,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,259,5,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
25,210,,PORTUGUÊS,0.0,DIAGNOSTICA 1,266,1,20.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
344,174,,PORTUGUÊS,8.0,MÉDIA ANUAL,240,6,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
165,199,,PORTUGUÊS,6.0,DIAGNOSTICA 1,254,1,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
289,188,,PORTUGUÊS,6.0,DIAGNOSTICA 1,242,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
326,177,,MATEMÁTICA,4.0,DIAGNOSTICA 1,236,1,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
158,201,,INGLÊS,4.5,1º SEMESTRE,255,2,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
3,210,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,271,5,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
310,194,,PORTUGUÊS,8.0,2º SEMESTRE,244,3,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
305,186,,INGLÊS,4.0,MÉDIA ANUAL,246,6,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
222,185,,INGLÊS,6.0,2º SEMESTRE,244,3,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
156,234,,INGLÊS,6.5,DIAGNOSTICA 1,278,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
364,159,,PORTUGUÊS,6.0,1º SEMESTRE,231,2,12.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
109,208,,PORTUGUÊS,7.5,DIAGNOSTICA 1,260,1,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
133,234,,INGLÊS,7.5,DIAGNOSTICA 2,281,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
336,174,,PORTUGUÊS,9.5,MÉDIA ANUAL,240,6,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-10 00:00:00,324.0,False
142,207,,INGLÊS,3.5,DIAGNOSTICA 1,248,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
144,202,Outras prioridades/trabalho,INGLÊS,1.5,1º SEMESTRE,255,2,21.0,B,F,2022-01-01 00:00:00,2022-10-11 20:41:00,2022-02-14 00:00:00,239.0,True
339,177,,MATEMÁTICA,7.5,2º SEMESTRE,238,3,14.0,A,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
297,291,,INGLÊS,9.0,1º SEMESTRE,279,2,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
304,256,,PORTUGUÊS,7.0,MÉDIA ANUAL,246,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
334,190,,MATEMÁTICA,6.0,DIAGNOSTICA 2,245,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
155,425,,INGLÊS,5.0,DIAGNOSTICA 1,278,1,17.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
252,201,,INGLÊS,9.0,MÉDIA ANUAL,258,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
223,180,,MATEMÁTICA,7.0,DIAGNOSTICA 2,239,4,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
162,205,,MATEMÁTICA,0.0,DIAGNOSTICA 1,248,1,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-09 00:00:00,297.0,False
122,208,,MATEMÁTICA,9.0,MÉDIA ANUAL,264,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
120,208,,INGLÊS,8.0,MÉDIA ANUAL,264,6,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
165,199,,PORTUGUÊS,5.0,MÉDIA DIAGNÓSTICA,259,5,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
29,210,,PORTUGUÊS,6.5,2º SEMESTRE,268,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
104,199,,PORTUGUÊS,7.5,1º SEMESTRE,255,2,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
305,186,,MATEMÁTICA,6.0,DIAGNOSTICA 2,245,4,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
148,211,,INGLÊS,5.0,MÉDIA ANUAL,270,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
331,177,,PORTUGUÊS,9.0,DIAGNOSTICA 2,239,4,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
292,185,,MATEMÁTICA,8.5,MÉDIA ANUAL,246,6,15.0,A,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
340,177,,MATEMÁTICA,2.0,DIAGNOSTICA 2,239,4,16.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
213,266,,PORTUGUÊS,7.0,MÉDIA ANUAL,252,6,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
340,177,,MATEMÁTICA,0.5,2º SEMESTRE,238,3,16.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
156,255,,PORTUGUÊS,0.0,DIAGNOSTICA 2,257,4,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
228,180,,MATEMÁTICA,6.5,MÉDIA ANUAL,240,6,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
163,205,,INGLÊS,3.0,MÉDIA DIAGNÓSTICA,253,5,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
159,243,,PORTUGUÊS,4.5,1º SEMESTRE,249,2,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
322,276,,INGLÊS,3.0,DIAGNOSTICA 2,281,4,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
221,188,,INGLÊS,0.0,DIAGNOSTICA 1,242,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
177,409,Falta de retorno as nossas tentativas de contato,PORTUGUÊS,2.0,DIAGNOSTICA 1,254,1,16.0,B,F,2022-01-01 00:00:00,2022-07-29 00:00:00,2022-05-06 00:00:00,84.0,True
317,189,,MATEMÁTICA,0.0,DIAGNOSTICA 1,242,1,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-07 00:00:00,299.0,False
304,281,,INGLÊS,4.5,DIAGNOSTICA 1,278,1,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
334,276,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,283,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
232,281,,INGLÊS,6.5,DIAGNOSTICA 1,278,1,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
143,234,,INGLÊS,2.5,MÉDIA ANUAL,282,6,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
136,255,,MATEMÁTICA,5.5,MÉDIA DIAGNÓSTICA,259,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
341,190,,PORTUGUÊS,5.0,2º SEMESTRE,244,3,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
21,210,,MATEMÁTICA,3.0,2º SEMESTRE,268,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
212,183,Não se adaptou as aulas/não acompanhou,MATEMÁTICA,0.0,1º SEMESTRE,237,2,17.0,B,M,2022-01-01 00:00:00,2022-08-24 19:20:00,2022-01-19 00:00:00,217.0,True
101,208,,PORTUGUÊS,6.0,DIAGNOSTICA 1,260,1,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
179,266,,INGLÊS,2.5,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-08 00:00:00,326.0,False
108,208,,PORTUGUÊS,6.5,MÉDIA DIAGNÓSTICA,265,5,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
233,277,,INGLÊS,9.0,MÉDIA ANUAL,282,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-04 00:00:00,302.0,False
164,203,,MATEMÁTICA,7.5,DIAGNOSTICA 2,251,4,17.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
363,170,,PORTUGUÊS,0.0,DIAGNOSTICA 1,236,1,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 12:13:00,160.0,False
332,276,,INGLÊS,1.0,MÉDIA DIAGNÓSTICA,283,5,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
267,256,,MATEMÁTICA,9.5,MÉDIA DIAGNÓSTICA,247,5,13.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 14:08:00,160.0,False
360,159,,MATEMÁTICA,1.0,MÉDIA DIAGNÓSTICA,235,5,12.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
167,202,,MATEMÁTICA,5.5,DIAGNOSTICA 2,257,4,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
4,300,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,283,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
297,189,,INGLÊS,9.0,MÉDIA ANUAL,246,6,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
273,181,,PORTUGUÊS,2.0,MÉDIA ANUAL,240,6,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
105,300,,INGLÊS,6.0,DIAGNOSTICA 2,281,4,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
24,210,,PORTUGUÊS,2.5,DIAGNOSTICA 1,266,1,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-18 00:00:00,316.0,False
277,274,,INGLÊS,7.5,2º SEMESTRE,280,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 19:00:00,160.0,False
346,186,,MATEMÁTICA,9.0,DIAGNOSTICA 2,245,4,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
218,205,,MATEMÁTICA,5.0,MÉDIA ANUAL,252,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
26,210,,INGLÊS,10.0,MÉDIA ANUAL,270,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
317,189,,MATEMÁTICA,3.5,MÉDIA DIAGNÓSTICA,247,5,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-07 00:00:00,299.0,False
276,185,,PORTUGUÊS,5.0,DIAGNOSTICA 1,242,1,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
324,188,,PORTUGUÊS,6.5,MÉDIA DIAGNÓSTICA,247,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-02 00:00:00,332.0,False
292,185,,MATEMÁTICA,7.5,1º SEMESTRE,243,2,15.0,A,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
221,188,,MATEMÁTICA,5.0,MÉDIA DIAGNÓSTICA,247,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
105,300,,INGLÊS,10.0,1º SEMESTRE,279,2,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
255,200,,MATEMÁTICA,9.5,1º SEMESTRE,255,2,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
233,256,,MATEMÁTICA,6.0,MÉDIA ANUAL,246,6,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
283,190,,PORTUGUÊS,4.0,2º SEMESTRE,244,3,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
272,194,,MATEMÁTICA,6.0,2º SEMESTRE,244,3,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:41:00,160.0,False
348,183,,PORTUGUÊS,5.5,MÉDIA DIAGNÓSTICA,241,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-06-01 00:00:00,213.0,False
24,210,,PORTUGUÊS,3.5,2º SEMESTRE,268,3,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-18 00:00:00,316.0,False
335,190,Falta de retorno as nossas tentativas de contato,PORTUGUÊS,0.0,DIAGNOSTICA 1,242,1,14.0,R,M,2022-01-01 00:00:00,2022-06-10 00:00:00,2022-01-18 00:00:00,143.0,True
282,177,,MATEMÁTICA,1.0,1º SEMESTRE,237,2,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
207,185,,PORTUGUÊS,3.5,MÉDIA DIAGNÓSTICA,247,5,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
207,273,,INGLÊS,0.0,DIAGNOSTICA 2,281,4,15.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
142,207,,PORTUGUÊS,8.0,DIAGNOSTICA 2,251,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
248,172,,MATEMÁTICA,9.0,2º SEMESTRE,238,3,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
327,177,,PORTUGUÊS,7.0,2º SEMESTRE,238,3,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
164,303,,INGLÊS,4.5,DIAGNOSTICA 1,278,1,17.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
142,234,,INGLÊS,8.0,DIAGNOSTICA 2,281,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
305,186,,PORTUGUÊS,5.5,1º SEMESTRE,243,2,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
317,286,,INGLÊS,3.0,MÉDIA DIAGNÓSTICA,283,5,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
277,186,,PORTUGUÊS,7.5,DIAGNOSTICA 2,245,4,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 14:17:00,160.0,False
326,177,,PORTUGUÊS,6.0,MÉDIA ANUAL,240,6,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
133,201,,MATEMÁTICA,6.5,MÉDIA DIAGNÓSTICA,259,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
227,415,,MATEMÁTICA,5.0,MÉDIA DIAGNÓSTICA,241,5,14.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
25,283,,INGLÊS,9.0,2º SEMESTRE,280,3,20.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-28 00:00:00,306.0,False
45,196,,INGLÊS,6.0,DIAGNOSTICA 2,275,4,23.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-24 00:00:00,341.0,False
26,210,,PORTUGUÊS,4.5,MÉDIA DIAGNÓSTICA,271,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
181,203,,INGLÊS,2.5,1º SEMESTRE,249,2,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
229,180,,PORTUGUÊS,8.5,2º SEMESTRE,238,3,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
8,303,,INGLÊS,1.5,2º SEMESTRE,280,3,22.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-25 17:05:00,158.0,False
283,276,,INGLÊS,3.0,1º SEMESTRE,279,2,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
364,159,,PORTUGUÊS,7.5,2º SEMESTRE,232,3,12.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
251,255,,PORTUGUÊS,7.0,2º SEMESTRE,256,3,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
248,172,,MATEMÁTICA,6.0,MÉDIA DIAGNÓSTICA,241,5,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
103,199,,PORTUGUÊS,6.5,DIAGNOSTICA 2,257,4,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
106,208,,PORTUGUÊS,4.0,MÉDIA DIAGNÓSTICA,265,5,18.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
358,159,,PORTUGUÊS,10.0,1º SEMESTRE,231,2,11.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
332,190,,INGLÊS,1.5,2º SEMESTRE,244,3,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
123,201,,MATEMÁTICA,2.0,DIAGNOSTICA 1,254,1,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
45,452,,INGLÊS,6.0,PROGRESSÃO,330,7,23.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-12-12 17:39:00,18.0,False
311,207,,MATEMÁTICA,0.0,1º SEMESTRE,249,2,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
183,185,Outras prioridades/trabalho,INGLÊS,7.0,1º SEMESTRE,243,2,14.0,B,M,2022-01-01 00:00:00,2022-08-10 12:16:00,2022-01-20 00:00:00,202.0,True
290,203,,MATEMÁTICA,9.0,2º SEMESTRE,250,3,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
25,210,,PORTUGUÊS,2.0,MÉDIA DIAGNÓSTICA,271,5,20.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
283,276,,INGLÊS,2.5,2º SEMESTRE,280,3,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
125,208,,INGLÊS,6.0,DIAGNOSTICA 2,263,4,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
309,189,,PORTUGUÊS,8.5,2º SEMESTRE,244,3,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
201,273,,INGLÊS,4.0,DIAGNOSTICA 1,278,1,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
277,274,,INGLÊS,0.0,MÉDIA DIAGNÓSTICA,283,5,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 19:00:00,160.0,False
163,205,,PORTUGUÊS,8.5,2º SEMESTRE,250,3,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
249,203,,INGLÊS,4.5,DIAGNOSTICA 1,248,1,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
128,278,,INGLÊS,5.5,DIAGNOSTICA 2,281,4,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
238,179,,PORTUGUÊS,3.5,DIAGNOSTICA 1,236,1,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
146,255,,MATEMÁTICA,4.0,DIAGNOSTICA 1,254,1,19.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
311,207,,INGLÊS,6.0,MÉDIA DIAGNÓSTICA,253,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
134,201,,MATEMÁTICA,4.5,MÉDIA DIAGNÓSTICA,259,5,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
168,199,,MATEMÁTICA,6.5,1º SEMESTRE,255,2,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
357,234,,INGLÊS,6.5,DIAGNOSTICA 1,278,1,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
325,177,,PORTUGUÊS,0.0,DIAGNOSTICA 2,239,4,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
225,415,,MATEMÁTICA,7.0,DIAGNOSTICA 1,236,1,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
285,286,,INGLÊS,9.0,1º SEMESTRE,279,2,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-24 00:00:00,310.0,False
240,194,,PORTUGUÊS,5.5,2º SEMESTRE,244,3,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:39:00,160.0,False
259,172,,PORTUGUÊS,3.0,DIAGNOSTICA 1,236,1,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
117,200,Falta de retorno as nossas tentativas de contato,MATEMÁTICA,0.0,DIAGNOSTICA 1,254,1,18.0,R,M,2022-01-01 00:00:00,2022-06-11 00:00:00,2022-02-02 00:00:00,129.0,True
3,210,,INGLÊS,4.0,MÉDIA DIAGNÓSTICA,271,5,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
120,208,,PORTUGUÊS,6.5,MÉDIA ANUAL,264,6,18.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
267,256,,INGLÊS,0.0,DIAGNOSTICA 1,242,1,13.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 14:08:00,160.0,False
103,425,,INGLÊS,10.0,1º SEMESTRE,279,2,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
248,172,,PORTUGUÊS,5.5,1º SEMESTRE,237,2,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
305,186,,MATEMÁTICA,9.0,DIAGNOSTICA 1,242,1,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
128,208,,MATEMÁTICA,7.5,MÉDIA DIAGNÓSTICA,265,5,19.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
